Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
ads_marketing_service.account_quantity,Number of Accounts,帳號數量,账号数量,Bilangan Akaun,Número de Contas,アカウント数,Número de cuentas,عدد الحسابات,অ্যাকাউন্টের সংখ্যা,खाता संख्या,Jumlah Akun,계정 수,အကောင့်အရေအတွက်,จำนวนบัญชี,Số lượng tài khoản,Bilang ng mga Account,Nombre de comptes,Idadi ya Akaunti
ads_marketing_service.asia_region,Asia Region,亞洲區,亚洲区,Rantau Asia,Região da Ásia,アジア地域,Región de Asia,منطقة آسيا,এশিয়া অঞ্চল,एशिया क्षेत्र,Kawasan Asia,아시아 지역,အာရှဒေသ,ภูมิภาคเอเชีย,Khu vực châu Á,Asia Region,Région Asie,Eneo la Asia
ads_marketing_service.auto_renewal,Auto Renewal,自動續約,自动续约,Pembaharuan secara Automatik,Renovação automática,自動更新,Renovación automática,التجديد التلقائي,স্বয়ংক্রিয় নবায়ন,स्वचालित नवीकरण,Perpanjangan otomatis,자동 갱신,အလိုအလျောက် သက်တမ်းတိုးခြင်း။,ต่ออายุอัตโนมัติ,Gia hạn tự động,Auto Renewal,Renouvellement automatique,Usasishaji Kiotomatiki
ads_marketing_service.bangladesh,Bangladesh,孟加拉,孟加拉,Bangladesh,Bangladés,バングラデシュ,Bangladés,بنغلاديش,বাংলাদেশ,बांगलादेश,Bangladesh,방글라데시,ဘင်္ဂလားဒေ့ရှ်,บังกลาเทศ,Bangladesh,Bangladesh,Bangladesh,Bangladeshi
ads_marketing_service.brazil,Brazil,巴西,巴西,Brazil,Brasil,ブラジル,Brasil,البرازيل,ব্রাজিল,ब्राज़ील,Brasil,브라질,ဘရာဇီး,บราซิล,Brazil,Brazil,Brésil,Brazili
ads_marketing_service.cambodia,Cambodia,柬埔寨,柬埔寨,Kemboja,Camboja,カンボジア,Camboya,كمبوديا,কম্বোডিয়া,कंबोडिया,Kamboja,캄보디아,ကမ္ဘောဒီးယား,กัมพูชา,Campuchia,Cambodia,Cambodge,Kambodia
ads_marketing_service.canada,Canada,加拿大,加拿大,Kanada,Canadá,カナダ,Canadá,كندا,কানাডা,कनाडा,Kanada,캐나다,ကနေဒါ,แคนาดา,Canada,Canada,Canada,Kanada
ads_marketing_service.convert,Convert,換成,换成,Penukaran,Converter,変換,Convertir,تحويل,রূপান্তর,रूपांतरित,Konversi,전환,ပြောင်းပါ။,แปลงเป็น,Chuyển đổi,Convert,Convertir,Badilisha
ads_marketing_service.deduct,Deduct,扣款,扣款,Pengurangan,Dedução,差し引き,Deducción,خصم,কেটে নেওয়া,कटौती,Potong,차감,နုတ်ယူပါ။,หักเงิน,Khấu trừ,Deduct,Déduire,Punguzo
ads_marketing_service.europe_region,Europe Region,歐洲區,欧洲区,Rantau Eropah,Região da Europa,ヨーロッパ地域,Región de Europa,منطقة أوروبا,ইউরোপ অঞ্চল,यूरोप क्षेत्र,Kawasan Eropa,유럽 지역,ဥရောပဒေသ,ภูมิภาคยุโรป,Khu vực châu Âu,Europe Region,Région Europe,Eneo la Ulaya
ads_marketing_service.exposure_platform,Exposure Platform,曝光平台,曝光平台,Platform Pendedahan,Plataforma de exposição,プラットフォームを公開する,Plataforma de exposición,منصة الظهور,এক্সপোজার প্ল্যাটফর্ম,एक्सपोज़र प्लेटफ़ॉर्म,Platform Eksposur,노출 플랫폼,Exposure Platform,แพลตฟอร์มการเผยแพร่,Nền tảng hiển thị,Platform ng Exposure,Plateforme d'exposition,Jukwaa la Kufichua
ads_marketing_service.exposure_region,Exposure Region,曝光地區,曝光地区,Rantau Pendedahan,Região de Exposição,地域を露出する,Región de exposición,منطقة الظهور,এক্সপোজার অঞ্চল,एक्सपोज़र क्षेत्र,Wilayah Eksposur,노출 지역,အလင်းဝင်ဒေသ,ภูมิภาคการเผยแพร่,Khu vực hiển thị,Rehiyon ng Exposure,Zone d'exposition,Eneo la Mfiduo
ads_marketing_service.exposure_time,Exposure Time,曝光时间,曝光時間,Masa Pendedahan,Tempo de exposição,露出時間,Tiempo de exposición,وقت الظهور,এক্সপোজার সময়,एक्सपोज़र समय,Waktu Eksposur,노출 시간,ထိတွေ့ချိန်,เวลาเผยแพร่,Thời gian hiển thị,Tagal ng pagkalantad,Délai d'exposition,Muda kwa kuwepo hatarini
ads_marketing_service.france,France,法國,法国,Perancis,França,フランス,Francia,فرنسا,ফ্রান্স,फ्रांस,Prancis,프랑스,ပြင်သစ်,ฝรั่งเศส,Pháp,France,France,Ufaransa
ads_marketing_service.germany,Germany,德國,德国,Jerman,Alemanha,ドイツ,Alemania,ألمانيا,জার্মানি,जर्मनी,Jerman,독일,ဂျာမနီ,เยอรมนี,Đức,Germany,Allemagne,Ujerumani
ads_marketing_service.iceland,Iceland,冰島,冰岛,Iceland,Islândia,アイスランド,Islandia,آيسلندا,আইসল্যান্ড,आइसलैंड,Islandia,아이슬란드,လန်,ไอซ์แลนด์,Iceland,Iceland,Islande,Aisilandi
ads_marketing_service.indonesia,Indonesia,印尼,印度尼西亚,Indonesia,Indonésia,インドネシア,Indonesia,إندونيسيا,ইন্দোনেশিয়া,इंडोनेशिया,Indonesia,인도네시아,အင်ဒိုနီးရှား,อินโดนีเซีย,Indonesia,Indonesia,Indonésie,Indonesia
ads_marketing_service.italy,Italy,義大利,意大利,Itali,Itália,イタリア,Italia,إيطاليا,ইতালি,इटली,Italia,이탈리아,အီတလီ,อิตาลี,Ý,Italy,Italie,Italia
ads_marketing_service.korea,Korea,韓國,韩国,Korea,Coreia,韓国,Corea,كوريا,কোরিয়া,कोरिया,Korea,한국,ကိုရီးယား,เกาหลี,Hàn Quốc,Korea,Corée,Korea
ads_marketing_service.like_count,Likes,按讚數,点赞数,Bilangan Kesukaan,Curtidas,「いいね」数,Me gusta,الإعجابات,লাইক,लाइक गिनती,Suka,좋아요 수,အကြိုက်များ,จำนวนถูกใจ,Lượt thích,Likes,Goûts,Vipendwa
ads_marketing_service.link,Link,連結,链接,Pautan,Link,リンク,Enlace,الرابط,লিংক,लिंक,Tautan,링크,လင့်,ลิงก์,Liên kết,Link,Lien,Kiungo
ads_marketing_service.malaysia,Malaysia,馬來西亞,马来西亚,Malaysia,Malásia,マレーシア,Malasia,ماليزيا,মালয়েশিয়া,मलेशिया,Malaysia,말레이시아,မလေးရှား,มาเลเซีย,Malaysia,Malaysia,Malaisie,Malesia
ads_marketing_service.marketing_budget,Marketing Budget,行銷預算,行销预算,Bajet Pemasaran,Orçamento de Marketing,マーケティング予算,Presupuesto de marketing,ميزانية التسويق,মার্কেটিং বাজেট,विपणन बजट,Anggaran Pemasaran,마케팅 예산,စျေးကွက်ရှာဖွေရေးဘတ်ဂျက်,งบประมาณการตลาด,Ngân sách tiếp thị,Badyet sa Marketing,Budget marketing,Bajeti ya Masoko
ads_marketing_service.marketing_plan,Marketing Plan,行銷方案,行销方案,Pelan Pemasaran,Plano de Marketing,マーケティングプラン,Plan de marketing,خطة التسويق,মার্কেটিং পরিকল্পনা,विपणन योजना,Rencana Pemasaran,마케팅 플랜,စျေးကွက်ရှာဖွေရေးအစီအစဉ်,แผนการตลาด,Kế hoạch tiếp thị,Plano sa Marketing,Plan marketing,Mpango wa Masoko
ads_marketing_service.matrix_exposure_note,"Matrix guaranteed exposure by region as shown below. (Exclusive links can be embedded in each video.) If not renewed, brand videos may be removed.",矩陣保證曝光依地區如下所示，（可配合每部視頻置入專屬連結），無續約將可能刪除品牌方視頻,矩阵保证曝光依地区如下所示，（可配合每部视频置入专属链接），无续约将可能删除品牌方视频,"Matriks menjamin pendedahan mengikut rantau seperti yang ditunjukkan di bawah (Boleh akan meletakkan Patan unik dalam setiap video). Tanpa pembaharuan kontrak, Boleh boleh memadam video jenama.","Exposição garantida por matriz por região conforme mostrado abaixo (pode-se inserir links exclusivos em cada vídeo). Sem renovação, os vídeos da marca podem ser removidos.",以下のように地域ごとにマトリックスでの公開を保証します（各ビデオに専用リンクを入力可能）。契約更新がない場合、ブランド動画が削除される可能性があります。,"Exposición garantizada por matriz según la región como se muestra a continuación (se pueden insertar enlaces exclusivos en cada video). Si no se renueva, se pueden eliminar los videos de la marca.",ضمان ظهور الفيديوهات عبر المصفوفة حسب المنطقة كما هو موضح أدناه. (يمكن تضمين روابط حصرية في كل فيديو.) في حال عدم التجديد، قد يتم حذف فيديوهات العلامة التجارية.,"নিম্নে উল্লেখিত অঞ্চল অনুযায়ী ম্যাট্রিক্স গ্যারান্টিযুক্ত এক্সপোজার প্রদান করা হবে। (প্রতিটি ভিডিওতে এক্সক্লুসিভ লিংক এম্বেড করা যেতে পারে।) যদি নবায়ন না করা হয়, তাহলে ব্র্যান্ড ভিডিওগুলো অপসারণ করা হতে পারে।",मैट्रिक्स एक्सपोजर नोट,"Jaminan eksposur berdasarkan matriks wilayah seperti ditunjukkan di bawah (dapat menyisipkan tautan khusus ke setiap video). Tanpa pembaruan, video merek dapat dihapus.",매트릭스 보장 노출 지역은 아래와 같습니다. (각 영상에 전용 링크 삽입 가능). 갱신하지 않을 경우 브랜드 영상이 삭제될 수 있습니다.,Matrix သည် အောက်ဖော်ပြပါအတိုင်း ဒေသအလိုက် ထိတွေ့မှုကို အာမခံပါသည်။ (သီးသန့်လင့်ခ်များကို ဗီဒီယိုတစ်ခုစီတွင် ထည့်သွင်းနိုင်ပါသည်။) သက်တမ်းမတိုးပါက၊ ကုန်အမှတ်တံဆိပ်ဗီဒီယိုများကို ဖယ်ရှားနိုင်ပါသည်။,รับประกันการเผยแพร่แบบแมทริกซ์ตามภูมิภาคดังแสดงด้านล่าง (สามารถแทรกลิงก์เฉพาะในแต่ละวิดีโอได้) หากไม่มีการต่อสัญญา วิดีโอของแบรนด์อาจถูกลบออก,"Đảm bảo hiển thị theo khu vực theo ma trận như hiển thị bên dưới (có thể chèn liên kết riêng trong mỗi video). Nếu không gia hạn, video của thương hiệu có thể bị xóa.","Garantisadong pagkakalantad sa Matrix ayon sa rehiyon tulad ng ipinapakita sa ibaba. (Maaaring i-embed ang mga eksklusibong link sa bawat video.) Kung hindi mare-renew, maaaring alisin ang mga brand na video.","La visibilité garantie par Matrix est adaptée à chaque région, comme indiqué ci-dessous. (Des liens exclusifs peuvent être intégrés à chaque vidéo.) En cas de non-renouvellement, les vidéos de marque pourront être supprimées.","Matrix imehakikishiwa mfiduo kwa eneo kama inavyoonyeshwa hapa chini. (Viungo vya kipekee vinaweza kupachikwa katika kila video.) Ikiwa havitasasishwa, video za chapa zinaweza kuondolewa."
