Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
announcement_center,Announcement Center,公告中心,公告中心,Pusat Pengumuman,Centro de Anúncios,お知らせセンター,Centro de anuncios,مركز الإعلانات,ঘোষণা কেন্দ্র,घोषणा केंद्र,Pusat Pengumuman,공지 센터,ကြေငြာချက်စင်တာ,ศูนย์ประกาศ,Trung tâm thông báo,Sentro ng Anunsyo,Centre d'annonces,Kituo cha Matangazo
announcement_date,Announcement date:,發布日期:,公布日期：,Tarikh pengumuman:,Data do anúncio:,発表日：,Fecha del anuncio:,تاريخ الإعلان:,ঘোষণার তারিখ:,घोषणा की तिथि:,Tanggal pengumuman:,발표일:,ကြေငြာသည့်ရက်စွဲ-,วันที่ประกาศ:,Ngày công bố:,Petsa ng Anunsyo:,Date de l'annonce :,Tarehe ya tangazo:
announcement.active_message,Event News,活動消息,活动消息,Berita Acara,Notícias do evento,イベントニュース,Noticias del evento,أخبار الفعاليات,ইভেন্টের খবর,कार्यक्रम समाचार,Berita Acara,이벤트 소식,ပွဲအစီအစဉ်သတင်း။,ข่าวกิจกรรม,Tin tức sự kiện,Balita sa Kaganapan,Actualités des événements,Habari za Matukio
announcement.dontShowToday,Do not show again today,今日不再顯示,今日不再显示,Jangan tunjukkan lagi hari ini,Não apareça novamente hoje,本日は再表示しない,No volver a aparecer hoy,لا تظهر مرة أخرى اليوم,আজ আবার দেখাবেন না।,आज दोबारा मत दिखाओ,Jangan muncul lagi hari ini,오늘 다시 표시하지 않음,ယနေ့အတွက် ထပ်မပြပါနှင့်။,วันนี้ไม่ต้องแสดงอีก,Không hiển thị lại hôm nay,Huwag nang magpakita muli ngayon,Ne vous présentez plus aujourd'hui,Usionyeshe tena leo
announcement.empty,No announcement,沒有公告,没有公告,Tiada pengumuman,Sem anúncio,お知らせはありません,Sin anuncio,لا يوجد إعلان,কোন ঘোষণা নেই,कोई घोषणा नहीं,Tidak ada pengumuman,공지 없음,ကြေညာချက်မရှိပါ။,ไม่มีประกาศ,Không có thông báo nào,Walang anunsyo,Aucune annonce,Hakuna tangazo
announcement.feature_update,Feature Update,功能更新,功能更新,Kemas Kini Ciri,Atualização de recursos,機能アップデート,Actualización de funciones,تحديث الميزة,বৈশিষ্ট্য আপডেট,फ़ीचर अपडेट,Pembaruan Fitur,기능 업데이트,အင်္ဂါရပ်အပ်ဒိတ်။,อัปเดตคุณสมบัติ,Cập nhật tính năng,Pag-update ng Tampok,Mise à jour des fonctionnalités,Sasisho la Vipengele
announcement.game_news,Game News,遊戲消息,游戏消息,Berita Permainan,Notícias de jogos,ゲームニュース,Noticias del juego,أخبار الألعاب,গেম নিউজ,खेल समाचार,Berita Game,게임 뉴스,ဂိမ်းသတင်း။,ข่าวเกม,Tin tức trò chơi,Balita sa Laro,Actualités du jeu,Habari za Mchezo
announcement.website_announce,Website Announcement,網站公告,网站公告,Pengumuman Laman Web,Anúncio do site,ウェブサイトのお知らせ,Anuncio en el sitio web,إعلان الموقع الإلكتروني,ওয়েবসাইট ঘোষণা,वेबसाइट घोषणा,Pengumuman Situs Web,웹사이트 공지사항,ဝက်ဘ်ဆိုက်ကြေညာချက်။,ประกาศเว็บไซต์,Thông báo trang web,Anunsyo ng Website,Annonce du site Web,Tangazo la Tovuti
app.appDownloadDetail,DOWNLOAD YOUR APP NOW!,立即下載您的應用程式！,立即下载您的应用程序！,MUAT TURUN APLIKASI ANDA SEKARANG!,BAIXE SEU APLICATIVO AGORA!,今すぐアプリをダウンロード！,¡DESCARGA TU APLICACIÓN AHORA!,حمّل تطبيقك الآن!,এখনই আপনার অ্যাপটি ডাউনলোড করুন!,अभी अपना ऐप डाउनलोड करें!,UNDUH APLIKASI ANDA SEKARANG!,지금 앱을 다운로드하세요!,သင့်အက်ပ်ကို ယခုဒေါင်းလုဒ်လုပ်ပါ။,ดาวน์โหลดแอปของคุณทันที !,Tải ngay ứng dụng của bạn,I-DOWNLOAD NA ANG IYONG APP NGAYON!,TÉLÉCHARGEZ VOTRE APPLICATION MAINTENANT !,PAKUA APP YAKO SASA!
app.appDownloadTitle,"PLAY ANYTIME, ANYWHERE!",隨時隨地玩！,随时随地玩！,"MAIN BILA-BILA MASA, DI MANA-MANA ​​SAHAJA!","JOGUE A QUALQUER HORA, EM QUALQUER LUGAR!",いつでも、どこでもプレイできます！,¡JUEGA EN CUALQUIER MOMENTO Y EN CUALQUIER LUGAR!,العب في أي وقت، في أي مكان!,"যেকোনো সময়, যেকোনো জায়গায় খেলুন!","कभी भी, कहीं भी खेलें!","MAINKAN KAPAN SAJA, DI MANA SAJA!",언제 어디서나 플레이하세요!,အချိန်မရွေး၊ နေရာမရွေး ကစားပါ။,เล่นได้ทุกที่ทุกเวลา!,Chơi bất cứ lúc nào bất cứ nơi đâu,"MAGLARO ANUMANG ORAS, KAHIT SAAN!","JOUEZ N'IMPORTE OÙ, N'IMPORTE QUAND !","CHEZA WAKATI WOWOTE, POPOTE!"
bank_column.bank_account,Bank account,銀行帳號,銀行帳號,Akaun bank,Conta bancária,銀行口座番号,Cuenta bancaria,حساب البنك,ব্যাংক অ্যাকাউন্ট,बैंक खाता,Rekening bank,은행 계좌 번호,ဘဏ်အကောင့်,หมายเลขบัญชีธนาคาร,Tài khoản ngân hàng,Account sa bangko,Compte bancaire,Akaunti ya benki
bank_column.bank_name,Bank Name,銀行名稱,银行名称,Nama Bank,Nome do banco,銀行名,Nombre del banco,اسم البنك,ব্যাংকের নাম,बैंक का नाम,Nama Bank,은행 이름,ဘဏ်အမည်,ชื่อธนาคาร,Tên ngân hàng,Pangalan ng Bangko,Nom de la banque,Jina la Benki
bank_column.client_account,Bank account for payment,付款銀行帳號,付款银行账号,Akaun bank untuk pembayaran,Conta bancária para pagamento,支払い銀行口座,Cuenta bancaria para el pago,حساب البنك للدفع,পেমেন্টের জন্য ব্যাংক অ্যাকাউন্ট,भुगतान के लिए बैंक खाता,Rekening bank untuk pembayaran,결제은행 계좌 번호,ငွေပေးချေရန်ဘဏ်အကောင့်,บัญชีธนาคารสำหรับชำระเงิน,Tài khoản ngân hàng thanh toán,Account sa bangko para sa pagbabayad,Compte bancaire pour le paiement,Akaunti ya benki ya malipo
bank_column.client_account_name,Bank account holder name,付款銀行帳號戶名,付款银行账号户名,Nama pemegang akaun bank,Nome do titular da conta bancária,支払い銀行口座名義,Nombre del titular de la cuenta bancaria,اسم صاحب حساب البنك,ব্যাংক অ্যাকাউন্টধারীর নাম,बैंक खाता धारक का नाम,Nama pemilik rekening bank,결제은행 계좌 소유자 명의,ဘဏ်အကောင့်ပိုင်ရှင်အမည်,ชื่อบัญชีธนาคารสำหรับชำระเงิน,Tên tài khoản ngân hàng thanh toán,Pangalan ng may-ari ng bank account,Nom du titulaire du compte bancaire,Jina la mwenye akaunti ya benki
bank_column.client_bank,Bank,銀行,付款银行,Bank pembayar,Banco pagador,支払い銀行,Banco pagador,البنك الدافع,পরিশোধকারী ব্যাংক,भुगतान करने वाला बैंक,Bank pembayar,결제은행,ဘဏ်ငွေပေးချေခြင်း။,ธนาคารผู้ชำระเงิน,Ngân hàng thanh toán,Bangko na nagbabayad,Banque payeuse,Benki inayolipa
bank_column.client_bank_branch,Paying bank branch,付款銀行分行,付款方式银行支行,Cawangan bank pembayar,Agência bancária pagadora,支払銀行支店,Sucursal bancaria de pago,فرع البنك الدافع,পরিশোধকারী ব্যাংক শাখা,भुगतान करने वाले बैंक की शाखा,Cabang bank pembayar,결제 은행 지점,ဘဏ်ခွဲ ပေးရတာ။,สาขาธนาคารที่จ่ายเงิน,chi nhánh ngân hàng thanh toán,Sangay ng bangkong nagbabayad,succursale bancaire de paiement,Tawi la benki linalolipa
bank_column.client_cpf,CPF,CPF,CPF,CPF,CPF,CPF,CPF,CPF,সিপিএফ,CPF,CPF,CPF,CPF,CPF,CPF,CPF,CPF,CPF
bank_column.client_ifsc,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC,আইএফএসসি,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC,IFSC
bank_column.client_Info,Payment information,付款資訊,付款资讯,Maklumat pembayaran,Informações de pagamento,お支払い情報,Información de pago,معلومات الدفع,অর্থপ্রদানের তথ্য,भुगतान जानकारी,Informasi pembayaran,결제 정보,ငွေပေးချေမှုအချက်အလက်,ข้อมูลการชำระเงิน,Thông tin thanh toán,Impormasyon sa pagbabayad,Informations de paiement,Taarifa za malipo
bank_column.client_pay_method,Payment method,付款方式,付款方式,Kaedah pembayaran,Método de pagamento,支払い方法,Método de pago,طريقة الدفع,অর্থপ্রদানের পদ্ধতি,भुगतान विधि,Metode pembayaran,결제 방법,ငွေပေးချေစနစ်,วิธีการชำระเงิน,Phương thức thanh toán,Paraan ng pagbabayad,Mode de paiement,Njia ya malipo
bank_column.client_pix_account,Pix Account,Pix Account,Pix Account,Akaun Piksel,Conta Pix,Pix Account,Cuenta Pix,Pix Account,পিক্স অ্যাকাউন্ট,पिक्स खाता,Akun Pix,Pix 계정,Pix အကောင့်,Pix Account,Pix Account,Pix Account,Compte Pix,Akaunti ya Pikseli
bank_column.customer_bank_account,Bank Account,銀行帳戶,银行帐户,Akaun Bank,Conta bancária,銀行口座,Cuenta bancaria,الحساب البنكي,ব্যাংক অ্যাকাউন্ট,बैंक खाता,Rekening Bank,은행 계좌,ဘဏ်အကောင့်,บัญชีธนาคาร,Tài khoản ngân hàng,Account sa Bangko,Compte bancaire,Akaunti ya Benki
bank_column.customer_bank_holder_name,Bank Account Name,帳戶姓名,帐户姓名,Nama Akaun Bank,Nome da conta bancária,銀行口座名,Nombre de la cuenta bancaria,اسم صاحب الحساب البنكي,ব্যাংক অ্যাকাউন্টের নাম,बैंक खाता नाम,Nama Rekening Bank,계좌 소유자 이름,ဘဏ်အကောင့်အမည်,ชื่อบัญชีธนาคาร,Tên tài khoản ngân hàng,Pangalan ng Bank Account,Nom du compte bancaire,Jina la Akaunti ya Benki
bank_column.gateway,channel,渠道,渠道,saluran,canal,チャネル,canal,قناة,চ্যানেল,चैनल,saluran,채널,ချန်နယ်,ช่อง,kênh,kanal,canal,kituo
bank_column.phone_number,phone number,電話號碼,电话号码,nombor telefon,número de telefone,電話番号,número de teléfono,رقم التليفون,ফোন নম্বর,फ़ोन नंबर,nomor telepon,전화 번호,ဖုန်းနံပါတ်,หมายเลขโทรศัพท์,số điện thoại,numero ng telepono,numéro de téléphone,nambari ya simu
cash.achieved,Completed,已完成,完全的,Selesai,Concluído,完了,Terminado,مكتمل,সম্পন্ন হয়েছে,पुरा होना।,Selesai,완전한,ပြီးစီးပါပြီ,สมบูรณ์,Hoàn thành,Nakumpleto,Complété,Imekamilika
cash.balanceTarget,Required Balance,餘額目標,所需余额,Baki Diperlukan,Saldo necessário,必要残高,Saldo requerido,الرصيد المطلوب,প্রয়োজনীয় ভারসাম্য,आवश्यक शेष,Saldo yang Diperlukan,필수 잔액,လိုအပ်သော လက်ကျန်ငွေ,ยอดคงเหลือที่ต้องการ,Số dư cần thiết,Kinakailangang Balanse,Solde requis,Salio Linalohitajika
cash.bonusBalanceReset,The bonus wallet balance will be reset to 0 after the transfer.,轉出後贈金餘額歸0,转账后，奖励钱包余额将重置为0。,Baki dompet bonus akan ditetapkan semula kepada 0 selepas pemindahan.,O saldo da carteira bônus será zerado após a transferência.,ボーナスウォレットの残高は、送金後に0にリセットされます。,El saldo de la billetera de bonificación se restablecerá a 0 después de la transferencia.,سيتم إعادة ضبط رصيد محفظة المكافآت إلى الصفر بعد التحويل.,ট্রান্সফারের পর বোনাস ওয়ালেট ব্যালেন্স শূন্যতে রিসেট হয়ে যাবে।,ट्रांसफर के बाद बोनस वॉलेट बैलेंस शून्य पर रीसेट हो जाएगा।,Saldo dompet bonus akan direset menjadi 0 setelah transfer.,이체 후 보너스 지갑 잔액은 0으로 초기화됩니다.,ငွေလွှဲပြောင်းပြီးနောက် ဘောနပ်စ်ပိုက်ဆံအိတ်လက်ကျန်ငွေကို သုညသို့ ပြန်လည်သတ်မှတ်ပါမည်။,ยอดเงินในกระเป๋าโบนัสจะถูกรีเซ็ตเป็น 0 หลังจากโอนเงินเสร็จสิ้น,Số dư trong ví thưởng sẽ được đặt lại về 0 sau khi chuyển khoản.,Ang balanse ng bonus wallet ay irereset sa 0 pagkatapos ng transfer.,Le solde du portefeuille bonus sera remis à zéro après le transfert.,Salio la pochi ya bonasi litawekwa upya hadi 0 baada ya uhamisho.
